procedure_code,procedure_name,english_name,category,min_cost_thb,max_cost_thb,region,facility_tier,source
IMG-308,การตรวจอัลตราซาวด์ช่องท้องทั้งหมด,Ultrasound Whole Abdomen,Diagnostic Imaging,3500,6500,Bangkok,private,AI-Enriched-2026
IMG-309,การตรวจแมมโมแกรมดิจิทัลร่วมกับอัลตราซาวด์เต้านม,Digital Mammogram with Ultrasound Breast,Diagnostic Imaging,4500,8500,Bangkok,private,AI-Enriched-2026
IMG-310,การตรวจเอกซเรย์ระบบทางเดินปัสสาวะ (KUB),X-ray KUB,Diagnostic Imaging,300,700,National,public,AI-Enriched-2026
IMG-311,การตรวจเอกซเรย์คอมพิวเตอร์ช่องท้องทั้งหมด,CT Whole Abdomen,Diagnostic Imaging,22000,42000,Bangkok,private,AI-Enriched-2026
IMG-312,การตรวจคลื่นแม่เหล็กไฟฟ้าข้อเข่า,MRI Knee Joint,Diagnostic Imaging,18000,32000,Bangkok,private,AI-Enriched-2026
IMG-313,การตรวจอัลตราซาวด์เต้านม,Ultrasound Breast,Diagnostic Imaging,1000,2000,National,public,AI-Enriched-2026
IMG-314,การตรวจเอกซเรย์คอมพิวเตอร์ทรวงอก,CT Chest,Diagnostic Imaging,12000,24000,Bangkok,private,AI-Enriched-2026
IMG-315,การตรวจเอกซเรย์กระดูกสันหลังส่วนคอ,X-ray Cervical Spine,Diagnostic Imaging,400,900,National,public,AI-Enriched-2026
IMG-316,การตรวจคลื่นแม่เหล็กไฟฟ้ากระดูกสันหลังส่วนเอว,MRI Lumbar Spine,Diagnostic Imaging,10000,16000,National,public,AI-Enriched-2026
IMG-317,การตรวจเอกซเรย์คอมพิวเตอร์ปอด ปริมาณรังสีต่ำ,Low Dose CT Chest,Diagnostic Imaging,3500,7500,Bangkok,private,AI-Enriched-2026
IMG-318,การตรวจอัลตราซาวด์อุ้งเชิงกราน,Ultrasound Pelvis,Diagnostic Imaging,800,1800,National,public,AI-Enriched-2026
IMG-319,การตรวจเอกซเรย์กะโหลกศีรษะ,X-ray Skull,Diagnostic Imaging,400,850,National,public,AI-Enriched-2026
IMG-320,การตรวจเอกซเรย์คอมพิวเตอร์ไซนัส,CT Paranasal Sinuses,Diagnostic Imaging,8500,16000,Bangkok,private,AI-Enriched-2026
IMG-321,การตรวจคลื่นแม่เหล็กไฟฟ้าข้อไหล่,MRI Shoulder Joint,Diagnostic Imaging,18000,30000,Bangkok,private,AI-Enriched-2026
IMG-322,การตรวจอัลตราซาวด์ต่อมไทรอยด์,Ultrasound Thyroid,Diagnostic Imaging,1200,2500,National,public,AI-Enriched-2026
IMG-323,การตรวจเอกซเรย์คอมพิวเตอร์หลอดเลือดหัวใจ,CT Angiography Coronary Artery,Diagnostic Imaging,25000,45000,Bangkok,private,AI-Enriched-2026
IMG-324,การตรวจกลืนแป้งดูระบบทางเดินอาหารส่วนบน,Upper GI Series,Diagnostic Imaging,1500,3000,National,public,AI-Enriched-2026
IMG-325,การตรวจสวนแป้งดูลำไส้ใหญ่,Barium Enema,Diagnostic Imaging,4500,8500,Bangkok,private,AI-Enriched-2026
IMG-326,การตรวจเอกซเรย์กระดูกสันหลังส่วนเอว,X-ray Lumbar Spine,Diagnostic Imaging,500,1100,National,public,AI-Enriched-2026
IMG-327,การตรวจเอกซเรย์คอมพิวเตอร์บริเวณลำคอ,CT Neck,Diagnostic Imaging,12000,22000,Bangkok,private,AI-Enriched-2026
IMG-328,การตรวจคลื่นแม่เหล็กไฟฟ้าช่องท้องส่วนบน,MRI Upper Abdomen,Diagnostic Imaging,18000,35000,Bangkok,private,AI-Enriched-2026
IMG-329,การตรวจอัลตราซาวด์หลอดเลือดที่คอ,Carotid Doppler Ultrasound,Diagnostic Imaging,3500,6500,Bangkok,private,AI-Enriched-2026
IMG-330,การตรวจเอกซเรย์มือหรือข้อมือ,X-ray Hand or Wrist,Diagnostic Imaging,300,700,National,public,AI-Enriched-2026
IMG-331,การตรวจเอกซเรย์เท้าหรือข้อเท้า,X-ray Foot or Ankle,Diagnostic Imaging,300,700,National,public,AI-Enriched-2026
IMG-332,การตรวจเอกซเรย์คอมพิวเตอร์ระบบทางเดินปัสสาวะ,CT Urogram,Diagnostic Imaging,15000,26000,Bangkok,private,AI-Enriched-2026
IMG-333,การตรวจคลื่นแม่เหล็กไฟฟ้าอุ้งเชิงกราน,MRI Pelvis,Diagnostic Imaging,18000,32000,Bangkok,private,AI-Enriched-2026
IMG-334,การตรวจอัลตราซาวด์ถุงอัณฑะ,Ultrasound Scrotum,Diagnostic Imaging,1200,2500,National,public,AI-Enriched-2026
IMG-335,การตรวจเอกซเรย์อุ้งเชิงกราน,X-ray Pelvis,Diagnostic Imaging,400,900,National,public,AI-Enriched-2026
IMG-336,การตรวจเอกซเรย์คอมพิวเตอร์กระดูกสันหลังส่วนคอ,CT Cervical Spine,Diagnostic Imaging,8500,18000,Bangkok,private,AI-Enriched-2026
IMG-337,การตรวจคลื่นแม่เหล็กไฟฟ้าข้อสะโพก,MRI Hip Joint,Diagnostic Imaging,18000,30000,Bangkok,private,AI-Enriched-2026
IMG-338,การตรวจอัลตราซาวด์เนื้อเยื่ออ่อน,Ultrasound Soft Tissue,Diagnostic Imaging,1000,2200,National,public,AI-Enriched-2026
IMG-339,การตรวจปริมาณหินปูนในหลอดเลือดหัวใจ,CT Calcium Scoring,Diagnostic Imaging,3000,6000,Bangkok,private,AI-Enriched-2026
IMG-340,การตรวจเอกซเรย์กระดูกสันหลังส่วนอก,X-ray Thoracic Spine,Diagnostic Imaging,450,1000,National,public,AI-Enriched-2026
IMG-341,การตรวจเอกซเรย์คอมพิวเตอร์ช่องท้องส่วนล่าง,CT Lower Abdomen,Diagnostic Imaging,12000,22000,Bangkok,private,AI-Enriched-2026
IMG-342,การตรวจคลื่นแม่เหล็กไฟฟ้ากระดูกสันหลังส่วนอก,MRI Thoracic Spine,Diagnostic Imaging,18000,28000,Bangkok,private,AI-Enriched-2026
IMG-343,การตรวจอัลตราซาวด์หลอดเลือดดำที่ขา,Venous Doppler Ultrasound Leg,Diagnostic Imaging,3500,7500,Bangkok,private,AI-Enriched-2026
IMG-344,การตรวจเอกซเรย์ข้อเข่า,X-ray Knee,Diagnostic Imaging,350,800,National,public,AI-Enriched-2026
IMG-345,การตรวจเอกซเรย์คอมพิวเตอร์ช่องท้องส่วนบน,CT Upper Abdomen,Diagnostic Imaging,12000,22000,Bangkok,private,AI-Enriched-2026
IMG-346,การตรวจคลื่นแม่เหล็กไฟฟ้าตับ,MRI Liver,Diagnostic Imaging,20000,38000,Bangkok,private,AI-Enriched-2026
IMG-347,การตรวจอัลตราซาวด์บริเวณลำคอ,Ultrasound Neck,Diagnostic Imaging,1200,2800,National,public,AI-Enriched-2026
IMG-348,การตรวจเอกซเรย์ไหล่,X-ray Shoulder,Diagnostic Imaging,350,800,National,public,AI-Enriched-2026
IMG-349,การตรวจเอกซเรย์คอมพิวเตอร์กระดูกสันหลังส่วนเอว,CT Lumbar Spine,Diagnostic Imaging,8500,18000,Bangkok,private,AI-Enriched-2026
END-062,การส่องกล้องตรวจกระเพาะอาหาร,Gastroscopy (EGD),Surgery,2500,5500,National,public,AI-Enriched-2026
END-063,การส่องกล้องตรวจกระเพาะอาหาร (เอกชน),Gastroscopy (EGD) Private,Surgery,15000,35000,Bangkok,private,AI-Enriched-2026
END-064,การส่องกล้องตรวจกระเพาะอาหารพร้อมการตัดชิ้นเนื้อ,Gastroscopy with Biopsy,Surgery,3500,7500,National,public,AI-Enriched-2026
END-065,การส่องกล้องตรวจกระเพาะอาหารพร้อมการตัดชิ้นเนื้อ (เอกชน),Gastroscopy with Biopsy Private,Surgery,18000,45000,Bangkok,private,AI-Enriched-2026
END-066,การส่องกล้องตรวจลำไส้ใหญ่,Colonoscopy,Surgery,4500,9500,National,public,AI-Enriched-2026
END-067,การส่องกล้องตรวจลำไส้ใหญ่ (เอกชน),Colonoscopy Private,Surgery,22000,48000,Bangkok,private,AI-Enriched-2026
END-068,การส่องกล้องลำไส้ใหญ่พร้อมตัดติ่งเนื้อ,Colonoscopy with Polypectomy,Surgery,6500,14000,National,public,AI-Enriched-2026
END-069,การส่องกล้องลำไส้ใหญ่พร้อมตัดติ่งเนื้อ (เอกชน),Colonoscopy with Polypectomy Private,Surgery,28000,65000,Bangkok,private,AI-Enriched-2026
END-070,การส่องกล้องตรวจท่อทางเดินน้ำดีและตับอ่อน,ERCP,Surgery,18000,45000,National,public,AI-Enriched-2026
END-071,การส่องกล้องตรวจท่อทางเดินน้ำดีและตับอ่อน (เอกชน),ERCP Private,Surgery,120000,250000,Bangkok,private,AI-Enriched-2026
END-072,การส่องกล้องหลอดลม,Bronchoscopy,Surgery,4000,8500,National,public,AI-Enriched-2026
END-073,การส่องกล้องหลอดลม (เอกชน),Bronchoscopy Private,Surgery,25000,55000,Bangkok,private,AI-Enriched-2026
END-074,การส่องกล้องตรวจลำไส้ใหญ่ส่วนปลาย,Flexible Sigmoidoscopy,Surgery,2500,5000,National,public,AI-Enriched-2026
END-075,การส่องกล้องตรวจลำไส้ใหญ่ส่วนปลาย (เอกชน),Flexible Sigmoidoscopy Private,Surgery,12000,22000,Bangkok,private,AI-Enriched-2026
END-076,การส่องกล้องตรวจด้วยคลื่นเสียงความถี่สูง,Endoscopic Ultrasound (EUS),Diagnostic Imaging,12000,25000,National,public,AI-Enriched-2026
END-077,การส่องกล้องตรวจด้วยคลื่นเสียงความถี่สูง (เอกชน),Endoscopic Ultrasound (EUS) Private,Diagnostic Imaging,45000,95000,Bangkok,private,AI-Enriched-2026
END-078,การส่องกล้องตรวจลำไส้ด้วยแคปซูล,Capsule Endoscopy,Diagnostic Imaging,25000,45000,National,public,AI-Enriched-2026
END-079,การส่องกล้องตรวจลำไส้ด้วยแคปซูล (เอกชน),Capsule Endoscopy Private,Diagnostic Imaging,65000,95000,Bangkok,private,AI-Enriched-2026
END-080,การส่องกล้องตรวจลำไส้เล็กด้วยวิธี Double Balloon,Double Balloon Enteroscopy,Surgery,30000,55000,National,public,AI-Enriched-2026
END-081,การส่องกล้องตรวจลำไส้เล็กด้วยวิธี Double Balloon (เอกชน),Double Balloon Enteroscopy Private,Surgery,85000,140000,Bangkok,private,AI-Enriched-2026
END-082,การส่องกล้องหลอดลมพร้อมตัดชิ้นเนื้อผ่านผนังหลอดลม,Bronchoscopy with Transbronchial Biopsy,Surgery,6500,12000,National,public,AI-Enriched-2026
END-083,การส่องกล้องหลอดลมพร้อมตัดชิ้นเนื้อผ่านผนังหลอดลม (เอกชน),Bronchoscopy with Transbronchial Biopsy Private,Surgery,35000,75000,Bangkok,private,AI-Enriched-2026
END-084,การเจาะดูดชิ้นเนื้อด้วยเข็มขนาดเล็กผ่านส่องกล้อง,EUS with Fine Needle Aspiration,Surgery,18000,35000,National,public,AI-Enriched-2026
END-085,การเจาะดูดชิ้นเนื้อด้วยเข็มขนาดเล็กผ่านส่องกล้อง (เอกชน),EUS with Fine Needle Aspiration Private,Surgery,65000,120000,Bangkok,private,AI-Enriched-2026
END-086,การส่องกล้องตัดหูรูดท่อน้ำดี,ERCP with Sphincterotomy,Surgery,22000,48000,National,public,AI-Enriched-2026
END-087,การส่องกล้องตัดหูรูดท่อน้ำดี (เอกชน),ERCP with Sphincterotomy Private,Surgery,140000,280000,Bangkok,private,AI-Enriched-2026
END-088,การส่องกล้องวางท่อระบายน้ำดี,ERCP with Stent Placement,Surgery,25000,65000,National,public,AI-Enriched-2026
END-089,การส่องกล้องวางท่อระบายน้ำดี (เอกชน),ERCP with Stent Placement Private,Surgery,160000,350000,Bangkok,private,AI-Enriched-2026
END-090,การส่องกล้องตรวจทวารหนัก,Proctoscopy,Diagnostic Imaging,800,2000,National,public,AI-Enriched-2026
END-091,การส่องกล้องตรวจทวารหนัก (เอกชน),Proctoscopy Private,Diagnostic Imaging,4500,9500,Bangkok,private,AI-Enriched-2026
END-092,การส่องกล้องตรวจกล่องเสียง,Fiberoptic Laryngoscopy,Diagnostic Imaging,1500,3500,National,public,AI-Enriched-2026
END-093,การส่องกล้องตรวจกล่องเสียง (เอกชน),Fiberoptic Laryngoscopy Private,Diagnostic Imaging,8500,18000,Bangkok,private,AI-Enriched-2026
END-094,การส่องกล้องตรวจกระเพาะปัสสาวะ,Cystoscopy,Surgery,3500,7500,National,public,AI-Enriched-2026
END-095,การส่องกล้องตรวจกระเพาะปัสสาวะ (เอกชน),Cystoscopy Private,Surgery,15000,35000,Bangkok,private,AI-Enriched-2026
END-096,การส่องกล้องตรวจท่อไต,Ureteroscopy,Surgery,8500,18000,National,public,AI-Enriched-2026
END-097,การส่องกล้องตรวจท่อไต (เอกชน),Ureteroscopy Private,Surgery,45000,95000,Bangkok,private,AI-Enriched-2026
END-098,การส่องกล้องตรวจโพรงมดลูก,Hysteroscopy,Surgery,6500,15000,National,public,AI-Enriched-2026
END-099,การส่องกล้องตรวจโพรงมดลูก (เอกชน),Hysteroscopy Private,Surgery,35000,75000,Bangkok,private,AI-Enriched-2026
END-100,การตัดเลาะพังผืดหรือเนื้องอกผ่านการส่องกล้อง (EMR),Endoscopic Mucosal Resection (EMR),Surgery,12000,28000,National,public,AI-Enriched-2026
END-101,การตัดเลาะพังผืดหรือเนื้องอกผ่านการส่องกล้อง (EMR) (เอกชน),Endoscopic Mucosal Resection (EMR) Private,Surgery,65000,150000,Bangkok,private,AI-Enriched-2026
END-102,การผ่าตัดตัดเลาะใต้ชั้นเนื้อเยื่อผ่านการส่องกล้อง (ESD),Endoscopic Submucosal Dissection (ESD),Surgery,25000,55000,National,public,AI-Enriched-2026
END-103,การผ่าตัดตัดเลาะใต้ชั้นเนื้อเยื่อผ่านการส่องกล้อง (ESD) (เอกชน),Endoscopic Submucosal Dissection (ESD) Private,Surgery,120000,280000,Bangkok,private,AI-Enriched-2026
END-104,การส่องกล้องตรวจโพรงหลังจมูก,Nasopharyngoscopy,Diagnostic Imaging,1200,2800,National,public,AI-Enriched-2026
END-105,การส่องกล้องตรวจโพรงหลังจมูก (เอกชน),Nasopharyngoscopy Private,Diagnostic Imaging,6500,14000,Bangkok,private,AI-Enriched-2026
END-106,การส่องกล้องหยุดเลือดในกระเพาะอาหาร,Gastroscopy with Hemostasis,Therapeutic,8500,18000,National,public,AI-Enriched-2026
END-107,การส่องกล้องหยุดเลือดในกระเพาะอาหาร (เอกชน),Gastroscopy with Hemostasis Private,Therapeutic,45000,95000,Bangkok,private,AI-Enriched-2026
END-108,การส่องกล้องเพื่อใส่สายให้อาหารผ่านผิวหนัง,Percutaneous Endoscopic Gastrostomy (PEG),Surgery,7500,15000,National,public,AI-Enriched-2026
END-109,การส่องกล้องเพื่อใส่สายให้อาหารผ่านผิวหนัง (เอกชน),Percutaneous Endoscopic Gastrostomy (PEG) Private,Surgery,35000,75000,Bangkok,private,AI-Enriched-2026
END-110,การส่องกล้องตรวจคอหอย,Pharyngoscopy,Diagnostic Imaging,1000,2500,National,public,AI-Enriched-2026
END-111,การส่องกล้องตรวจคอหอย (เอกชน),Pharyngoscopy Private,Diagnostic Imaging,5500,12000,Bangkok,private,AI-Enriched-2026
GS-061,การผ่าตัดไส้ติ่งแบบเปิด,Open Appendectomy,Surgery,8500,22000,National,public,AI-Enriched-2026
GS-062,การผ่าตัดไส้ติ่งผ่านกล้อง,Laparoscopic Appendectomy,Surgery,110000,250000,Bangkok,private,AI-Enriched-2026
GS-063,การผ่าตัดนิ่วในถุงน้ำดีผ่านกล้อง,Laparoscopic Cholecystectomy,Surgery,35000,65000,National,public,AI-Enriched-2026
GS-064,การผ่าตัดนิ่วในถุงน้ำดีผ่านกล้อง (เอกชน),Laparoscopic Cholecystectomy Private,Surgery,150000,380000,Bangkok,private,AI-Enriched-2026
GS-065,การผ่าตัดถุงน้ำดีแบบเปิด,Open Cholecystectomy,Surgery,15000,30000,National,public,AI-Enriched-2026
GS-066,การผ่าตัดซ่อมแซมไส้เลื่อนขาหนีบ,Inguinal Hernia Repair,Surgery,7500,18000,National,public,AI-Enriched-2026
GS-067,การผ่าตัดซ่อมแซมไส้เลื่อนขาหนีบผ่านกล้อง,Laparoscopic Inguinal Hernia Repair,Surgery,120000,280000,Bangkok,private,AI-Enriched-2026
GS-068,การผ่าตัดซ่อมแซมไส้เลื่อนสะดือ,Umbilical Hernia Repair,Surgery,6000,15000,National,public,AI-Enriched-2026
GS-069,การผ่าตัดซ่อมแซมไส้เลื่อนหลังการผ่าตัด (เอกชน),Incisional Hernia Repair Private,Surgery,95000,220000,Bangkok,private,AI-Enriched-2026
GS-070,การตัดแต่งเนื้อตายแผลระดับลึก,Debridement of Deep Wound,Therapeutic,2000,6000,National,public,AI-Enriched-2026
GS-071,การตัดแต่งแผลติดเชื้อ (เอกชน),Debridement of Infected Wound Private,Therapeutic,12000,45000,Bangkok,private,AI-Enriched-2026
GS-072,การทำแผลที่มีความซับซ้อนต่อครั้ง,Complex Wound Dressing per session,Therapeutic,500,1500,National,public,AI-Enriched-2026
GS-073,การเย็บแผลขนาดเล็ก,Suture of Minor Wound,Surgery,400,1200,National,public,AI-Enriched-2026
GS-074,การเย็บแผลขนาดใหญ่ที่มีความซับซ้อน (เอกชน),Complex Suture of Major Wound Private,Surgery,8000,25000,Bangkok,private,AI-Enriched-2026
GS-075,การผ่าตัดเปิดช่องท้องเพื่อสำรวจ,Exploratory Laparotomy,Surgery,18000,45000,National,public,AI-Enriched-2026
GS-076,การผ่าตัดเปิดช่องท้องกรณีฉุกเฉิน (เอกชน),Emergency Exploratory Laparotomy Private,Surgery,180000,450000,Bangkok,private,AI-Enriched-2026
GS-077,การผ่าตัดริดสีดวงทวารแบบเปิด,Open Hemorrhoidectomy,Surgery,9000,22000,National,public,AI-Enriched-2026
GS-078,การผ่าตัดริดสีดวงทวารด้วยเครื่องตัดเย็บอัตโนมัติ (เอกชน),Stapled Hemorrhoidopexy Private,Surgery,85000,160000,Bangkok,private,AI-Enriched-2026
GS-079,การผ่าตัดต่อมไทรอยด์ออกทั้งหมด,Total Thyroidectomy,Surgery,15000,35000,National,public,AI-Enriched-2026
GS-080,การผ่าตัดต่อมไทรอยด์ผ่านกล้อง (เอกชน),Laparoscopic Thyroidectomy Private,Surgery,180000,350000,Bangkok,private,AI-Enriched-2026
GS-081,การผ่าตัดก้อนต่อมไทรอยด์ข้างเดียว,Unilateral Thyroid Lobectomy,Surgery,12000,28000,National,public,AI-Enriched-2026
GS-082,การผ่าตัดเต้านมแบบกว้างร่วมกับเลาะต่อมน้ำเหลือง,Modified Radical Mastectomy,Surgery,20000,45000,National,public,AI-Enriched-2026
GS-083,การผ่าตัดเต้านมแบบรักษารูปทรง (เอกชน),Breast Conserving Surgery Private,Surgery,150000,400000,Bangkok,private,AI-Enriched-2026
GS-084,การผ่าตัดก้อนเนื้อเต้านมออก,Breast Lumpectomy,Surgery,5500,15000,National,public,AI-Enriched-2026
GS-085,การกรีดระบายหนองในระดับตื้น,Incision and Drainage of Superficial Abscess,Surgery,800,2500,National,public,AI-Enriched-2026
GS-086,การกรีดระบายหนองในระดับลึกหรืออวัยวะภายใน (เอกชน),Deep Abscess Incision and Drainage Private,Surgery,25000,85000,Bangkok,private,AI-Enriched-2026
GS-087,การผ่าตัดชิ้นเนื้อผิวหนังส่งตรวจ,Excisional Biopsy of Skin Lesion,Surgery,1500,4500,National,public,AI-Enriched-2026
GS-088,การผ่าตัดชิ้นเนื้อต่อมน้ำเหลือง (เอกชน),Excisional Biopsy of Lymph Node Private,Surgery,15000,45000,Bangkok,private,AI-Enriched-2026
GS-089,การผ่าตัดทางเชื่อมฝีคัณฑสูตร,Fistulotomy,Surgery,7000,18000,National,public,AI-Enriched-2026
GS-090,การผ่าตัดเซตันสำหรับฝีคัณฑสูตร (เอกชน),Seton Placement for Anal Fistula Private,Surgery,45000,95000,Bangkok,private,AI-Enriched-2026
GS-091,การผ่าตัดตัดต่อลำไส้ใหญ่ซีกขวา,Right Hemicolectomy,Surgery,25000,60000,National,public,AI-Enriched-2026
GS-092,การผ่าตัดตัดต่อลำไส้ใหญ่ผ่านกล้อง (เอกชน),Laparoscopic Colectomy Private,Surgery,250000,650000,Bangkok,private,AI-Enriched-2026
GS-093,การผ่าตัดม้ามออก,Splenectomy,Surgery,20000,55000,National,public,AI-Enriched-2026
GS-094,การเจาะชิ้นเนื้อตับผ่านผิวหนัง,Percutaneous Liver Biopsy,Surgery,3500,8500,National,public,AI-Enriched-2026
GS-095,การผ่าตัดเนื้องอกที่ต่อมพาราไทรอยด์ (เอกชน),Parathyroidectomy Private,Surgery,140000,320000,Bangkok,private,AI-Enriched-2026
GS-096,การผ่าตัดก้อนเนื้องอกออกเป็นวงกว้าง,Wide Local Excision of Tumor,Surgery,8000,22000,National,public,AI-Enriched-2026
GS-097,การส่องกล้องช่องท้องเพื่อวินิจฉัย,Diagnostic Laparoscopy,Surgery,12000,35000,National,public,AI-Enriched-2026
GS-098,การผ่าตัดรักษากระเพาะทะลุ (เอกชน),Suture of Perforated Peptic Ulcer Private,Surgery,160000,380000,Bangkok,private,AI-Enriched-2026
GS-099,การผ่าตัดตัดต่อลำไส้เล็ก,Small Bowel Resection and Anastomosis,Surgery,18000,45000,National,public,AI-Enriched-2026
GS-100,การผ่าตัดทวารหนักเทียมทางหน้าท้อง,Colostomy Formation,Surgery,12000,35000,National,public,AI-Enriched-2026
GS-101,การผ่าตัดปิดทวารหนักเทียม,Colostomy Closure,Surgery,15000,38000,National,public,AI-Enriched-2026
GS-102,การผ่าตัดแก้ลำไส้อุดตัน (เอกชน),Adhesiolysis for Bowel Obstruction Private,Surgery,140000,350000,Bangkok,private,AI-Enriched-2026
GS-103,การผ่าตัดเลาะพังผืดในช่องท้อง,Peritoneal Adhesiolysis,Surgery,15000,40000,National,public,AI-Enriched-2026
GS-104,การผ่าตัดต่อมหมวกไตผ่านกล้อง (เอกชน),Laparoscopic Adrenalectomy Private,Surgery,280000,600000,Bangkok,private,AI-Enriched-2026
GS-105,การเย็บแผลเปิดที่เคยผ่าตัดซ้ำ,Secondary Suture of Operative Wound,Surgery,3000,8500,National,public,AI-Enriched-2026
GS-106,การล้างช่องท้องกรณีเยื่อบุช่องท้องอักเสบ,Peritoneal Lavage for Peritonitis,Surgery,15000,45000,National,public,AI-Enriched-2026
GS-107,การผ่าตัดไส้เลื่อนต้นขา,Femoral Hernia Repair,Surgery,8000,20000,National,public,AI-Enriched-2026
GS-108,การวางแผ่นผิวหนังรักษาแผลเรื้อรัง (เอกชน),Split Thickness Skin Graft Private,Surgery,45000,120000,Bangkok,private,AI-Enriched-2026
GS-109,การผ่าตัดระบายฝีรอบทวารหนัก,Drainage of Perianal Abscess,Surgery,4500,12000,National,public,AI-Enriched-2026
GS-110,การผ่าตัดถุงน้ำไขมันใต้ผิวหนัง (เอกชน),Excision of Sebaceous Cyst Private,Surgery,8000,18000,Bangkok,private,AI-Enriched-2026
ORT-061,การผ่าตัดเปลี่ยนข้อเข่าเทียม (หนึ่งข้าง),Total Knee Arthroplasty (Unilateral),Surgery,120000,180000,National,public,AI-Enriched-2026
ORT-062,การผ่าตัดเปลี่ยนข้อเข่าเทียมโดยใช้หุ่นยนต์ช่วย (เอกชน),Robotic-Assisted Total Knee Arthroplasty (Private),Surgery,350000,550000,Bangkok,private,AI-Enriched-2026
ORT-063,การผ่าตัดเปลี่ยนข้อสะโพกเทียม (หนึ่งข้าง),Total Hip Arthroplasty (Unilateral),Surgery,130000,200000,National,public,AI-Enriched-2026
ORT-064,การผ่าตัดเปลี่ยนข้อสะโพกเทียมแบบแผลเล็ก (เอกชน),Minimally Invasive Total Hip Arthroplasty (Private),Surgery,300000,500000,Bangkok,private,AI-Enriched-2026
ORT-065,การผ่าตัดซ่อมแซมเอ็นไขว้หน้าข้อเข่าผ่านกล้อง,Arthroscopic ACL Reconstruction,Surgery,60000,95000,National,public,AI-Enriched-2026
ORT-066,การส่องกล้องข้อไหล่เพื่อซ่อมแซมเอ็นรอบข้อไหล่ (เอกชน),Arthroscopic Rotator Cuff Repair (Private),Surgery,180000,320000,Bangkok,private,AI-Enriched-2026
ORT-067,การผ่าตัดยึดตรึงกระดูกต้นขาด้วยโลหะภายใน,ORIF Femur (Open Reduction Internal Fixation),Surgery,45000,85000,National,public,AI-Enriched-2026
ORT-068,การผ่าตัดยึดตรึงกระดูกหน้าแข้งด้วยโลหะภายใน (เอกชน),ORIF Tibia (Private),Surgery,110000,210000,Bangkok,private,AI-Enriched-2026
ORT-069,การผ่าตัดใส่โลหะยึดตรึงกระดูกสะโพก (DHS),Dynamic Hip Screw (DHS) Fixation,Surgery,55000,90000,National,public,AI-Enriched-2026
ORT-070,การผ่าตัดใส่แกนโลหะในโพรงกระดูกต้นขา (เอกชน),Intramedullary Nailing Femur (Private),Surgery,150000,280000,Bangkok,private,AI-Enriched-2026
ORT-071,การผ่าตัดส่องกล้องเย็บซ่อมหมอนรองกระดูกข้อเข่า,Arthroscopic Meniscal Repair,Surgery,50000,80000,National,public,AI-Enriched-2026
ORT-072,การผ่าตัดเปลี่ยนข้อไหล่เทียมแบบย้อนกลับ (เอกชน),Reverse Total Shoulder Arthroplasty (Private),Surgery,380000,550000,Bangkok,private,AI-Enriched-2026
ORT-073,การผ่าตัดจัดกระดูกและยึดโลหะที่กระดูกปลายแขน,ORIF Radius and Ulna,Surgery,35000,65000,National,public,AI-Enriched-2026
ORT-074,การผ่าตัดแก้ภาวะนิ้วหัวแม่เท้าเก (เอกชน),Hallux Valgus Correction (Private),Surgery,90000,160000,Bangkok,private,AI-Enriched-2026
ORT-075,การผ่าตัดส่องกล้องรักษาพังผืดกดทับเส้นประสาทที่ข้อมือ,Endoscopic Carpal Tunnel Release,Surgery,20000,35000,National,public,AI-Enriched-2026
ORT-076,การผ่าตัดยึดตรึงกระดูกข้อเท้าด้วยโลหะ (เอกชน),ORIF Ankle Fracture (Private),Surgery,100000,190000,Bangkok,private,AI-Enriched-2026
ORT-077,การผ่าตัดถอดโลหะยึดกระดูก (ขนาดใหญ่),Removal of Internal Fixation Device (Major),Surgery,25000,45000,National,public,AI-Enriched-2026
ORT-078,การผ่าตัดถอดโลหะยึดกระดูกที่ขา (เอกชน),Removal of Implant Femur/Tibia (Private),Surgery,60000,110000,Bangkok,private,AI-Enriched-2026
ORT-079,การผ่าตัดเชื่อมข้อกระดูกสันหลังระดับเอว,Lumbar Spinal Fusion (Posterior),Surgery,100000,180000,National,public,AI-Enriched-2026
ORT-080,การผ่าตัดหมอนรองกระดูกสันหลังผ่านกล้อง (เอกชน),Endoscopic Discectomy (Private),Surgery,220000,380000,Bangkok,private,AI-Enriched-2026
ORT-081,การส่องกล้องข้อเท้าเพื่อรักษาภาวะกระดูกงอก,Arthroscopic Ankle Debridement,Surgery,45000,75000,National,public,AI-Enriched-2026
ORT-082,การฉีดเกล็ดเลือดเข้มข้นรักษาข้อเข่าเสื่อม (เอกชน),PRP Injection for Knee Osteoarthritis (Private),Therapeutic,15000,35000,Bangkok,private,AI-Enriched-2026
ORT-083,การผ่าตัดปรับแนวกระดูกหน้าแข้ง,High Tibial Osteotomy (HTO),Surgery,85000,130000,National,public,AI-Enriched-2026
ORT-084,การผ่าตัดเปลี่ยนข้อศอกเทียม (เอกชน),Total Elbow Arthroplasty (Private),Surgery,280000,450000,Bangkok,private,AI-Enriched-2026
ORT-085,การดึงกระดูกให้เข้าที่โดยไม่ต้องผ่าตัด,Closed Reduction of Fracture,Therapeutic,2000,8000,National,public,AI-Enriched-2026
ORT-086,การใส่เฝือกปูนปลาสเตอร์ขนาดใหญ่ (Long Leg Cast),Long Leg Cast Application,Therapeutic,1500,4000,National,public,AI-Enriched-2026
